consumer_id	owner_name	city	today_usage_kwh	week_usage_kwh	month_usage_kwh	solar_generated_today	solar_generated_month	grid_import_kwh	grid_export_kwh	electricity_price	feed_in_tariff	baseline_usage	optimized_usage	solar_capacity_kw	subsidy_amount	bill_due_date
101001	Sneha Reddy	Visakhapatnam														
101002	Vijay Sharma	Hyderabad														
101003	Meera Reddy	Hyderabad														
101004	Rekha Nair	Guntur														
101005	Manoj Verma	Visakhapatnam														
101006	Meera Patel	Hyderabad														
101007	Manoj Verma	Guntur														
101008	Neeta Yadav	Visakhapatnam														
101009	Sanjay Singh	Visakhapatnam														
101010	Anita Yadav	Hyderabad														
101011	Vijay Sharma	Vijayawada														
101012	Sanjay Kumar	Tirupati														
101013	Suresh Verma	Guntur														
101014	Rahul Reddy	Visakhapatnam														
101015	Rahul Sharma	Guntur														
101016	Rahul Iyer	Hyderabad														
101017	Pooja Patel	Vijayawada														
101018	Priya Reddy	Tirupati														
101019	Vikram Gupta	Nellore														
101020	Neeta Verma	Visakhapatnam														
101021	Anjali Reddy	Tirupati														
101022	Arjun Singh	Visakhapatnam														
101023	Sneha Patel	Visakhapatnam														
101024	Sunita Verma	Tirupati														
101025	Deepak Reddy	Nellore														
101026	Suresh Reddy	Hyderabad														
101027	Deepak Verma	Visakhapatnam														
101028	Suresh Gupta	Vijayawada														
101029	Anjali Singh	Visakhapatnam														
101030	Vijay Nair	Visakhapatnam														
101031	Deepak Gupta	Guntur														
101032	Manoj Verma	Visakhapatnam														
101033	Rohan Yadav	Nellore														
101034	Rekha Nair	Vijayawada														
101035	Amit Reddy	Nellore														
101036	Rohan Singh	Vijayawada														
101037	Rahul Reddy	Guntur														
101038	Neeta Singh	Hyderabad														
101039	Kavita Iyer	Nellore														
101040	Rohan Singh	Vijayawada														
101041	Sanjay Singh	Visakhapatnam														
101042	Priya Singh	Hyderabad														
101043	Rahul Yadav	Visakhapatnam														
101044	Suresh Yadav	Nellore														
101045	Meera Iyer	Hyderabad														
101046	Vijay Yadav	Nellore														
101047	Vikram Patel	Hyderabad														
101048	Manoj Patel	Guntur														
101049	Sneha Yadav	Vijayawada														
101050	Sanjay Nair	Hyderabad														
101051	Amit Singh	Vijayawada														
101052	Rohan Reddy	Nellore														
